id,type,reactions,comments,shares,likes,loves,wows,hahas,sads,angrys
614,status,101,6,0,99,1,1,0,0,0
615,photo,122,18,20,120,1,1,0,0,0
616,photo,105,4,1,102,2,1,0,0,0
617,photo,56,1,0,54,1,1,0,0,0
618,photo,219,5,0,213,6,0,0,0,0
619,video,87,1,1,83,2,2,0,0,0
620,photo,109,3,0,105,2,2,0,0,0
621,photo,50,1,1,49,1,0,0,0,0
622,video,173,16,0,156,17,0,0,0,0
623,photo,101,1,0,100,1,0,0,0,0
624,video,105,8,2,97,7,0,1,0,0
625,video,89,4,1,84,5,0,0,0,0
626,photo,101,1,2,98,2,1,0,0,0
627,photo,90,4,1,88,1,0,0,1,0
628,video,113,27,0,102,11,0,0,0,0
629,photo,126,6,2,120,5,1,0,0,0
630,photo,441,31,2,423,13,2,3,0,0
631,video,302,186,3,244,50,2,4,1,1
632,video,185,40,2,171,12,2,0,0,0
633,video,155,33,0,138,16,0,0,0,1
634,photo,177,7,1,173,2,2,0,0,0
635,video,309,102,1,260,43,5,1,0,0
636,photo,326,2,1,319,7,0,0,0,0
637,photo,265,6,0,259,6,0,0,0,0
638,photo,199,8,1,193,4,1,1,0,0
639,video,226,93,3,203,20,3,0,0,0
640,photo,129,5,0,127,2,0,0,0,0
641,link,63,11,1,61,2,0,0,0,0
642,photo,185,1,0,180,3,2,0,0,0
643,video,54,0,0,53,1,0,0,0,0
644,photo,167,4,0,164,3,0,0,0,0
645,photo,53,3,0,51,2,0,0,0,0
646,photo,352,4,0,348,3,1,0,0,0
647,photo,185,3,1,178,6,1,0,0,0
648,video,198,30,3,152,42,0,3,0,1
649,status,59,1,0,56,1,1,1,0,0
650,status,49,1,0,48,1,0,0,0,0
651,photo,126,4,1,122,3,1,0,0,0
652,photo,120,1,1,117,3,0,0,0,0
653,video,180,120,0,145,33,0,2,0,0
654,video,85,0,0,79,5,1,0,0,0
655,photo,230,6,0,222,6,2,0,0,0
656,video,248,52,1,206,39,2,0,0,1
657,photo,297,8,0,292,3,2,0,0,0
658,photo,158,6,0,153,4,1,0,0,0
659,photo,124,3,0,121,3,0,0,0,0
660,photo,213,1,0,208,5,0,0,0,0
661,photo,114,0,20,113,1,0,0,0,0
662,photo,182,10,0,179,3,0,0,0,0
663,photo,178,14,1,173,3,2,0,0,0
664,photo,166,0,0,162,3,1,0,0,0
665,photo,143,5,0,139,3,1,0,0,0
666,photo,170,3,17,169,1,0,0,0,0
667,photo,196,5,0,192,3,1,0,0,0
668,photo,103,0,0,101,2,0,0,0,0
669,video,114,11,0,102,11,0,1,0,0
670,photo,136,6,0,131,2,1,2,0,0
671,status,53,3,1,52,1,0,0,0,0
672,status,63,0,3,62,1,0,0,0,0
673,video,150,14,0,141,9,0,0,0,0
674,status,154,8,0,153,1,0,0,0,0
675,photo,114,21,0,111,3,0,0,0,0
676,photo,139,4,0,135,4,0,0,0,0
677,photo,96,1,0,94,2,0,0,0,0
678,photo,177,15,0,174,3,0,0,0,0
679,photo,320,6,60,318,2,0,0,0,0
680,photo,336,154,111,328,4,3,1,0,0
681,photo,54,2,4,54,0,0,0,0,0
682,status,74,1,0,74,0,0,0,0,0
683,photo,79,2,0,78,0,1,0,0,0
684,status,50,10,0,50,0,0,0,0,0
685,photo,183,13,0,180,3,0,0,0,0
686,photo,73,12,0,72,1,0,0,0,0
687,photo,103,15,0,101,2,0,0,0,0
688,photo,90,2,0,90,0,0,0,0,0
689,photo,124,13,2,122,0,2,0,0,0
690,status,90,14,0,90,0,0,0,0,0
691,photo,303,11,0,297,4,2,0,0,0
692,photo,309,10,0,300,2,0,7,0,0
693,video,220,52,1,193,25,0,1,1,0
694,photo,126,0,1,125,1,0,0,0,0
695,photo,928,53,0,906,16,5,0,1,0
696,video,391,136,0,343,43,4,1,0,0
697,status,150,2,1,146,4,0,0,0,0
698,photo,223,1,1,219,4,0,0,0,0
699,photo,174,2,0,166,8,0,0,0,0
700,photo,0,0,1,0,0,0,0,0,0
701,photo,102,1,1,101,1,0,0,0,0
702,photo,344,20,0,341,2,1,0,0,0
703,video,135,26,0,123,9,0,2,1,0
704,photo,334,13,1,332,2,0,0,0,0
705,photo,49,3,0,49,0,0,0,0,0
706,photo,404,17,0,402,2,0,0,0,0
707,photo,185,5,0,181,4,0,0,0,0
708,video,354,184,1,306,44,0,3,0,1
709,status,78,16,0,78,0,0,0,0,0
710,photo,139,18,0,139,0,0,0,0,0
711,photo,367,11,3,346,0,21,0,0,0
712,photo,177,1,0,177,0,0,0,0,0
713,photo,378,5,0,377,1,0,0,0,0
714,status,57,19,0,57,0,0,0,0,0
715,photo,921,35,0,891,14,15,1,0,0
716,photo,0,0,1,0,0,0,0,0,0
717,photo,348,9,0,346,2,0,0,0,0
718,photo,370,10,0,365,5,0,0,0,0
719,photo,72,3,27,72,0,0,0,0,0
720,link,27,9,0,27,0,0,0,0,0
721,status,59,16,1,59,0,0,0,0,0
722,status,113,1,32,113,0,0,0,0,0
723,photo,116,24,0,116,0,0,0,0,0
724,photo,21,10,0,21,0,0,0,0,0
725,photo,19,8,0,19,0,0,0,0,0
726,video,230,62,8,207,19,3,1,0,0
727,photo,1542,18,1260,1520,12,6,0,4,0
728,photo,48,14,0,48,0,0,0,0,0
729,photo,69,15,2,68,1,0,0,0,0
730,photo,96,18,1,96,0,0,0,0,0
731,photo,235,1,0,232,3,0,0,0,0
732,photo,130,4,0,128,0,2,0,0,0
733,photo,111,19,2,110,1,0,0,0,0
734,photo,89,20,1,87,2,0,0,0,0
735,photo,20,11,0,20,0,0,0,0,0
736,photo,74,15,0,74,0,0,0,0,0
737,photo,63,18,2,61,2,0,0,0,0
738,status,83,24,3,83,0,0,0,0,0
739,photo,62,11,0,61,1,0,0,0,0
740,photo,141,24,2,140,0,1,0,0,0
741,photo,140,1,0,138,1,1,0,0,0
742,photo,124,21,1,119,2,3,0,0,0
743,photo,107,16,1,106,1,0,0,0,0
744,photo,139,16,0,139,0,0,0,0,0
745,photo,264,27,3,264,0,0,0,0,0
746,link,48,4,4,48,0,0,0,0,0
747,video,360,131,5,292,60,1,5,1,1
748,photo,64,11,0,64,0,0,0,0,0
749,photo,173,11,0,170,2,0,1,0,0
750,photo,165,15,1,165,0,0,0,0,0
751,photo,79,18,0,78,1,0,0,0,0
752,photo,130,19,2,128,2,0,0,0,0
753,photo,534,0,0,526,5,2,0,0,1
754,video,237,33,0,230,6,1,0,0,0
755,photo,432,5,0,429,3,0,0,0,0
756,video,92,2,0,92,0,0,0,0,0
757,video,128,3,0,124,4,0,0,0,0
758,photo,316,3,0,309,4,3,0,0,0
759,photo,68,16,3,68,0,0,0,0,0
760,photo,193,3,0,189,0,3,1,0,0
761,video,75,3,0,74,0,1,0,0,0
762,photo,131,0,0,131,0,0,0,0,0
763,video,74,10,0,74,0,0,0,0,0
764,photo,67,11,0,67,0,0,0,0,0
765,status,35,2,0,35,0,0,0,0,0
766,photo,217,1,0,215,2,0,0,0,0
767,photo,398,3,0,395,3,0,0,0,0
768,photo,99,14,1,99,0,0,0,0,0
769,photo,138,1,0,136,1,1,0,0,0
770,photo,134,0,1,133,0,1,0,0,0
771,photo,267,9,0,263,0,3,1,0,0
772,video,87,17,0,81,6,0,0,0,0
773,photo,409,6,0,404,4,1,0,0,0
774,photo,263,5,0,260,3,0,0,0,0
775,photo,210,2,0,209,1,0,0,0,0
776,photo,104,14,0,103,1,0,0,0,0
777,video,158,48,0,152,5,1,0,0,0
778,photo,286,2,0,285,1,0,0,0,0
779,photo,179,1,0,177,2,0,0,0,0
780,photo,190,1,0,187,2,1,0,0,0
781,photo,163,1,0,161,1,1,0,0,0
782,photo,424,7,0,421,3,0,0,0,0
783,photo,181,3,0,180,1,0,0,0,0
784,photo,139,2,0,138,0,1,0,0,0
785,photo,775,18,0,762,5,8,0,0,0
786,photo,368,2,0,364,1,3,0,0,0
787,video,105,12,0,103,1,1,0,0,0
788,photo,218,2,0,217,1,0,0,0,0
789,video,89,9,0,88,1,0,0,0,0
790,photo,326,10,0,325,1,0,0,0,0
791,video,106,3,0,104,0,2,0,0,0
792,video,125,5,0,122,3,0,0,0,0
793,video,123,16,0,118,4,0,1,0,0
794,photo,70,21,1,70,0,0,0,0,0
795,photo,58,0,0,58,0,0,0,0,0
796,photo,61,16,0,60,0,1,0,0,0
797,photo,66,14,1,65,1,0,0,0,0
798,photo,81,14,1,80,0,1,0,0,0
799,video,39,5,1,39,0,0,0,0,0
800,photo,167,0,0,165,1,1,0,0,0
801,video,78,13,0,78,0,0,0,0,0
802,photo,140,13,0,137,1,2,0,0,0
803,photo,243,4,0,243,0,0,0,0,0
804,photo,199,3,0,197,0,2,0,0,0
805,photo,354,15,0,349,4,1,0,0,0
806,video,171,78,3,167,4,0,0,0,0
807,status,55,4,0,54,1,0,0,0,0
808,video,136,44,1,131,3,1,1,0,0
809,photo,51,8,0,51,0,0,0,0,0
810,video,103,25,0,103,0,0,0,0,0
811,photo,619,15,0,615,4,0,0,0,0
812,photo,231,30,5,227,1,3,0,0,0
813,photo,86,14,1,85,1,0,0,0,0
814,photo,63,9,0,63,0,0,0,0,0
815,video,165,89,1,162,2,1,0,0,0
816,photo,200,18,1,197,1,2,0,0,0
817,photo,180,15,1,178,1,1,0,0,0
818,video,214,152,0,210,4,0,0,0,0
819,video,157,124,1,157,0,0,0,0,0
820,link,44,1,0,44,0,0,0,0,0
821,photo,208,6,0,208,0,0,0,0,0
822,photo,145,2,0,145,0,0,0,0,0
823,video,177,134,0,176,1,0,0,0,0
824,photo,250,11,0,246,4,0,0,0,0
825,video,97,29,0,97,0,0,0,0,0
826,video,112,45,0,109,3,0,0,0,0
827,video,170,108,0,168,2,0,0,0,0
828,status,148,7,0,147,0,0,1,0,0
829,photo,360,10,0,356,4,0,0,0,0
830,photo,280,9,0,279,0,1,0,0,0
831,video,111,45,0,110,1,0,0,0,0
832,video,188,242,6,187,1,0,0,0,0
833,video,121,43,0,121,0,0,0,0,0
834,link,43,4,1,43,0,0,0,0,0
835,photo,111,15,0,108,2,1,0,0,0
836,video,111,4,0,110,1,0,0,0,0
837,video,119,31,2,119,0,0,0,0,0
838,photo,358,10,3,354,0,4,0,0,0
839,video,187,25,0,186,1,0,0,0,0
840,video,180,84,4,171,8,1,0,0,0
841,video,227,173,1,223,2,1,1,0,0
842,video,146,19,0,146,0,0,0,0,0
843,video,105,10,0,105,0,0,0,0,0
844,video,131,39,1,130,1,0,0,0,0
845,photo,325,13,1,322,3,0,0,0,0
846,video,113,2,1,113,0,0,0,0,0
847,video,102,13,1,102,0,0,0,0,0
848,photo,441,10,0,431,3,7,0,0,0
849,photo,260,6,0,260,0,0,0,0,0
850,photo,31,14,0,31,0,0,0,0,0
851,video,70,10,2,68,0,2,0,0,0
852,photo,147,1,0,147,0,0,0,0,0
853,video,177,145,3,176,0,1,0,0,0
854,video,112,18,0,112,0,0,0,0,0
855,video,117,18,1,116,1,0,0,0,0
856,status,118,6,0,118,0,0,0,0,0
857,status,118,3,0,118,0,0,0,0,0
858,status,162,10,0,161,0,0,1,0,0
859,photo,318,2,0,312,3,3,0,0,0
860,photo,59,14,0,58,1,0,0,0,0
861,photo,54,0,0,52,1,0,1,0,0
862,video,238,41,3,234,3,1,0,0,0
863,video,350,389,6,342,7,1,0,0,0
864,status,111,11,0,111,0,0,0,0,0
865,status,207,4,0,203,3,0,1,0,0
866,status,140,23,0,138,0,2,0,0,0
867,status,103,8,0,103,0,0,0,0,0
868,video,323,407,8,307,12,4,0,0,0
869,video,487,93,13,472,9,5,1,0,0
870,status,180,16,0,180,0,0,0,0,0
871,photo,156,0,0,155,1,0,0,0,0
872,photo,118,13,0,117,1,0,0,0,0
873,status,227,18,0,223,2,1,1,0,0
874,photo,26,2,0,26,0,0,0,0,0
875,photo,120,0,0,119,0,1,0,0,0
876,link,59,6,5,59,0,0,0,0,0
877,photo,90,13,1,90,0,0,0,0,0
878,video,22,2,1,22,0,0,0,0,0
879,photo,73,5,0,72,0,1,0,0,0
880,photo,183,15,0,182,1,0,0,0,0
881,photo,67,14,0,66,0,1,0,0,0
882,video,45,1,0,45,0,0,0,0,0
883,photo,110,3,0,110,0,0,0,0,0
884,status,120,4,0,117,1,0,2,0,0
885,status,87,1,4,83,2,2,0,0,0
886,photo,139,4,0,138,0,1,0,0,0
887,status,104,0,3,102,1,1,0,0,0
888,photo,60,1,0,59,0,1,0,0,0
889,photo,214,6,0,211,3,0,0,0,0
890,photo,160,1,0,158,2,0,0,0,0
891,photo,322,8,0,320,2,0,0,0,0
892,photo,348,3,2,345,2,1,0,0,0
893,photo,292,10,1,285,5,2,0,0,0
894,link,51,0,0,51,0,0,0,0,0
895,photo,251,20,4,248,2,1,0,0,0
896,status,67,5,0,66,1,0,0,0,0
897,status,43,8,0,42,1,0,0,0,0
898,status,58,10,0,58,0,0,0,0,0
899,video,37,1,0,37,0,0,0,0,0
900,video,40,2,4,39,1,0,0,0,0
901,status,56,9,1,56,0,0,0,0,0
902,link,59,3,0,58,0,1,0,0,0
903,photo,147,2,17,144,2,1,0,0,0
904,photo,231,5,1,220,7,4,0,0,0
905,video,71,6,2,71,0,0,0,0,0
906,video,48,1,0,45,2,1,0,0,0
907,photo,261,4,0,248,6,6,1,0,0
908,photo,225,0,20,222,3,0,0,0,0
909,photo,148,16,0,140,3,4,1,0,0
910,video,68,3,3,63,3,0,2,0,0
911,photo,543,22,0,501,29,11,2,0,0
912,video,74,9,6,74,0,0,0,0,0
913,photo,249,10,1,249,0,0,0,0,0
914,photo,629,7,0,625,2,1,1,0,0
915,video,57,9,3,57,0,0,0,0,0
916,photo,279,18,2,279,0,0,0,0,0
917,status,68,13,1,68,0,0,0,0,0
918,status,106,19,0,106,0,0,0,0,0
919,status,73,19,2,73,0,0,0,0,0
920,status,68,14,0,68,0,0,0,0,0
921,photo,12,5,0,12,0,0,0,0,0
922,photo,10,4,0,10,0,0,0,0,0
923,video,35,0,0,35,0,0,0,0,0
924,link,40,1,0,40,0,0,0,0,0
925,video,44,9,4,44,0,0,0,0,0
926,link,6,0,0,6,0,0,0,0,0
927,photo,80,4,0,80,0,0,0,0,0
928,photo,83,8,0,83,0,0,0,0,0
929,photo,66,2,1,66,0,0,0,0,0
930,photo,421,3,0,421,0,0,0,0,0
931,photo,246,5,1,246,0,0,0,0,0
932,photo,151,0,0,151,0,0,0,0,0
933,photo,304,6,0,304,0,0,0,0,0
934,photo,263,19,2,263,0,0,0,0,0
935,photo,216,16,2,216,0,0,0,0,0
936,status,42,9,0,42,0,0,0,0,0
937,photo,289,11,0,289,0,0,0,0,0
938,photo,330,8,0,330,0,0,0,0,0
939,photo,320,2,0,320,0,0,0,0,0
940,photo,355,9,0,355,0,0,0,0,0
941,photo,242,4,0,242,0,0,0,0,0
942,photo,471,13,0,471,0,0,0,0,0
943,photo,320,7,0,320,0,0,0,0,0
944,photo,486,2,0,486,0,0,0,0,0
945,photo,353,6,0,353,0,0,0,0,0
946,photo,469,10,0,469,0,0,0,0,0
947,photo,271,37,1,271,0,0,0,0,0
948,photo,228,3,0,228,0,0,0,0,0
949,photo,495,11,0,495,0,0,0,0,0
950,photo,381,5,0,381,0,0,0,0,0
951,photo,480,10,0,480,0,0,0,0,0
952,photo,140,6,0,140,0,0,0,0,0
953,photo,443,11,0,443,0,0,0,0,0
954,photo,182,1,16,182,0,0,0,0,0
955,photo,121,0,1,121,0,0,0,0,0
956,photo,49,9,0,49,0,0,0,0,0
957,status,227,0,0,227,0,0,0,0,0
958,photo,230,6,0,230,0,0,0,0,0
959,photo,192,26,2,192,0,0,0,0,0
960,photo,417,11,0,417,0,0,0,0,0
961,photo,552,8,0,552,0,0,0,0,0
962,status,111,12,0,111,0,0,0,0,0
963,photo,130,19,1,130,0,0,0,0,0
964,photo,100,11,0,100,0,0,0,0,0
965,video,50,11,0,50,0,0,0,0,0
966,photo,385,16,191,385,0,0,0,0,0
967,photo,108,16,2,108,0,0,0,0,0
968,photo,368,12,0,368,0,0,0,0,0
969,photo,307,18,0,307,0,0,0,0,0
970,photo,176,4,1,176,0,0,0,0,0
971,photo,246,13,1,246,0,0,0,0,0
972,photo,152,30,0,152,0,0,0,0,0
973,photo,286,5,0,286,0,0,0,0,0
974,status,108,8,0,108,0,0,0,0,0
975,photo,25,8,0,25,0,0,0,0,0
976,photo,21,2,0,21,0,0,0,0,0
977,photo,318,7,1,318,0,0,0,0,0
978,photo,370,16,1,370,0,0,0,0,0
979,photo,58,3,0,58,0,0,0,0,0
980,photo,45,0,0,45,0,0,0,0,0
981,photo,69,0,0,69,0,0,0,0,0
982,photo,135,2,0,135,0,0,0,0,0
983,photo,212,11,3,212,0,0,0,0,0
984,photo,184,3,1,184,0,0,0,0,0
985,photo,103,0,0,103,0,0,0,0,0
986,photo,302,9,0,302,0,0,0,0,0
987,photo,246,9,2,246,0,0,0,0,0
988,photo,117,0,0,117,0,0,0,0,0
989,photo,52,12,0,52,0,0,0,0,0
990,photo,317,8,0,317,0,0,0,0,0
991,photo,189,13,1,189,0,0,0,0,0
992,photo,192,19,0,192,0,0,0,0,0
993,photo,96,8,0,96,0,0,0,0,0
994,photo,112,11,0,112,0,0,0,0,0
995,photo,124,12,0,124,0,0,0,0,0
996,photo,155,5,0,155,0,0,0,0,0
997,photo,167,16,0,167,0,0,0,0,0
998,photo,157,13,0,157,0,0,0,0,0
999,status,101,7,0,101,0,0,0,0,0
1000,photo,230,20,0,230,0,0,0,0,0
1001,photo,136,5,1,136,0,0,0,0,0
1002,photo,131,0,0,131,0,0,0,0,0
1003,status,128,18,0,128,0,0,0,0,0
1004,photo,129,13,0,129,0,0,0,0,0
1005,status,376,18,16,376,0,0,0,0,0
1006,status,68,9,1,68,0,0,0,0,0
1007,status,142,2,2,142,0,0,0,0,0
1008,status,106,12,2,106,0,0,0,0,0
1009,photo,88,3,0,88,0,0,0,0,0
1010,status,49,9,0,49,0,0,0,0,0
1011,status,1052,12,7,1052,0,0,0,0,0
1012,photo,948,7,0,948,0,0,0,0,0
1013,photo,1552,23,0,1552,0,0,0,0,0
1014,photo,1580,14,1,1580,0,0,0,0,0
1015,status,1241,6,0,1241,0,0,0,0,0
1016,status,1054,9,0,1054,0,0,0,0,0
1017,status,954,10,0,954,0,0,0,0,0
1018,status,1014,14,2,1014,0,0,0,0,0
1019,status,1768,0,1,1768,0,0,0,0,0
1020,status,951,13,1,951,0,0,0,0,0
1021,status,1223,34,0,1223,0,0,0,0,0
1022,status,987,13,1,987,0,0,0,0,0
1023,status,2799,67,2,2799,0,0,0,0,0
1024,photo,102,1,0,102,0,0,0,0,0
1025,photo,160,3,0,160,0,0,0,0,0
1026,photo,1575,15,3,1575,0,0,0,0,0
1027,status,945,9,2,945,0,0,0,0,0
1028,photo,1194,14,0,1194,0,0,0,0,0
1029,status,1339,9,1,1339,0,0,0,0,0
1030,status,963,6,0,963,0,0,0,0,0
1031,photo,1145,25,0,1145,0,0,0,0,0
1032,status,950,8,3,950,0,0,0,0,0
1033,photo,2024,23,1,2024,0,0,0,0,0
1034,status,950,13,0,950,0,0,0,0,0
1035,photo,951,10,0,951,0,0,0,0,0
1036,status,974,10,0,974,0,0,0,0,0
1037,photo,1139,57,0,1139,0,0,0,0,0
1038,status,1061,5,0,1061,0,0,0,0,0
1039,status,1018,10,0,1018,0,0,0,0,0
1040,status,991,10,1,991,0,0,0,0,0
1041,photo,952,4,0,952,0,0,0,0,0
1042,photo,1999,22,0,1999,0,0,0,0,0
1043,status,1251,17,1,1251,0,0,0,0,0
1044,status,968,9,0,968,0,0,0,0,0
1045,status,1338,6,1,1338,0,0,0,0,0
1046,photo,948,5,0,948,0,0,0,0,0
1047,photo,1,0,0,1,0,0,0,0,0
1048,photo,1914,0,2,1914,0,0,0,0,0
1049,status,1377,5,0,1377,0,0,0,0,0
1050,status,1244,13,1,1244,0,0,0,0,0
1051,status,948,3,0,948,0,0,0,0,0
1052,status,1229,5,0,1229,0,0,0,0,0
1053,status,1363,12,0,1363,0,0,0,0,0
1054,status,956,6,0,956,0,0,0,0,0
1055,photo,1080,28,0,1080,0,0,0,0,0
1056,status,994,9,0,994,0,0,0,0,0
1057,status,1419,7,0,1419,0,0,0,0,0
1058,photo,954,6,1,954,0,0,0,0,0
1059,status,550,1,0,550,0,0,0,0,0
1060,status,549,6,0,549,0,0,0,0,0
1061,photo,1143,154,64,1143,0,0,0,0,0
1062,status,1356,10,1,1356,0,0,0,0,0
1063,photo,1774,2,0,1774,0,0,0,0,0
1064,status,1230,49,0,1230,0,0,0,0,0
1065,photo,1451,14,4,1451,0,0,0,0,0
1066,photo,1784,3,0,1784,0,0,0,0,0
1067,status,1983,8,1,1983,0,0,0,0,0
1068,photo,2632,11,0,2632,0,0,0,0,0
1069,photo,2166,8,0,2166,0,0,0,0,0
1070,status,1218,12,1,1218,0,0,0,0,0
1071,photo,1724,129,105,1724,0,0,0,0,0
1072,photo,2773,8,1,2773,0,0,0,0,0
1073,status,1259,211,78,1259,0,0,0,0,0
1074,status,1270,9,0,1270,0,0,0,0,0
1075,photo,1921,8,0,1921,0,0,0,0,0
1076,status,1164,222,72,1164,0,0,0,0,0
1077,photo,1029,11,1,1029,0,0,0,0,0
1078,video,1197,12,5,1197,0,0,0,0,0
1079,video,951,6,1,951,0,0,0,0,0
1080,video,121,14,11,121,0,0,0,0,0
1081,status,169,10,0,169,0,0,0,0,0
1082,video,2186,14,11,2186,0,0,0,0,0
1083,video,1910,7,0,1910,0,0,0,0,0
1084,photo,1069,20,3,1069,0,0,0,0,0
1085,status,2177,18,0,2177,0,0,0,0,0
1086,photo,1825,13,0,1825,0,0,0,0,0
1087,photo,1880,1,0,1880,0,0,0,0,0
1088,photo,1265,10,0,1265,0,0,0,0,0
1089,status,2297,260,72,2297,0,0,0,0,0
1090,photo,1700,290,87,1700,0,0,0,0,0
1091,photo,976,2,0,976,0,0,0,0,0
1092,photo,1077,21,3,1077,0,0,0,0,0
1093,status,1346,330,72,1346,0,0,0,0,0
1094,photo,1188,14,1,1188,0,0,0,0,0
1095,status,1081,15,2,1081,0,0,0,0,0
1096,photo,1898,28,3,1898,0,0,0,0,0
1097,video,1916,15,19,1916,0,0,0,0,0
1098,video,1092,17,23,1092,0,0,0,0,0
1099,photo,1566,31,2,1566,0,0,0,0,0
1100,status,992,7,0,992,0,0,0,0,0
1101,status,1172,199,62,1172,0,0,0,0,0
1102,video,1646,12,14,1646,0,0,0,0,0
1103,photo,1966,23,2,1966,0,0,0,0,0
1104,video,2020,12,26,2020,0,0,0,0,0
1105,photo,2055,29,2,2055,0,0,0,0,0
1106,photo,1830,15,0,1830,0,0,0,0,0
1107,status,2244,11,0,2244,0,0,0,0,0
1108,photo,1128,10,8,1128,0,0,0,0,0
1109,photo,1842,286,106,1842,0,0,0,0,0
1110,photo,2606,13,1,2606,0,0,0,0,0
1111,photo,2153,44,10,2153,0,0,0,0,0
1112,photo,2042,225,76,2042,0,0,0,0,0
1113,photo,1125,363,122,1125,0,0,0,0,0
1114,photo,2098,32,1,2098,0,0,0,0,0
1115,photo,1956,17,1,1956,0,0,0,0,0
1116,photo,2444,24,1,2444,0,0,0,0,0
1117,photo,1803,10,0,1803,0,0,0,0,0
1118,status,1042,8,0,1042,0,0,0,0,0
1119,photo,1231,27,1,1231,0,0,0,0,0
1120,photo,2045,25,5,2045,0,0,0,0,0
1121,video,1915,74,103,1915,0,0,0,0,0
1122,photo,1995,21,8,1995,0,0,0,0,0
1123,photo,2183,56,14,2183,0,0,0,0,0
1124,photo,1140,297,92,1140,0,0,0,0,0
1125,photo,1805,15,0,1805,0,0,0,0,0
1126,photo,1962,354,119,1962,0,0,0,0,0
1127,link,1933,8,0,1933,0,0,0,0,0
1128,photo,2636,16,0,2636,0,0,0,0,0
1129,photo,2264,284,78,2264,0,0,0,0,0
1130,photo,2606,2,0,2606,0,0,0,0,0
1131,photo,1618,13,0,1618,0,0,0,0,0
1132,photo,2947,14,0,2947,0,0,0,0,0
1133,photo,2062,206,64,2062,0,0,0,0,0
1134,status,1987,13,0,1987,0,0,0,0,0
1135,photo,2265,8,0,2265,0,0,0,0,0
1136,video,1249,0,0,1249,0,0,0,0,0
1137,photo,2791,10,0,2791,0,0,0,0,0
1138,link,2214,1,0,2214,0,0,0,0,0
1139,photo,2620,4,41,2620,0,0,0,0,0
1140,video,2025,7,4,2025,0,0,0,0,0
1141,status,1968,6,1,1968,0,0,0,0,0
1142,photo,2204,8,0,2204,0,0,0,0,0
1143,photo,2211,361,93,2211,0,0,0,0,0
1144,photo,2399,11,0,2399,0,0,0,0,0
1145,photo,2260,390,122,2260,0,0,0,0,0
1146,status,1977,10,0,1977,0,0,0,0,0
1147,photo,2348,12,0,2348,0,0,0,0,0
1148,photo,2489,32,0,2489,0,0,0,0,0
1149,photo,2293,7,0,2293,0,0,0,0,0
1150,photo,2221,10,0,2221,0,0,0,0,0
1151,photo,2314,509,35,2314,0,0,0,0,0
1152,photo,1279,11,0,1279,0,0,0,0,0
1153,photo,2404,11,0,2404,0,0,0,0,0
1154,status,2010,32,0,2010,0,0,0,0,0
1155,photo,1191,22,2,1191,0,0,0,0,0
1156,photo,1392,10,0,1392,0,0,0,0,0
1157,video,2204,10,9,2204,0,0,0,0,0
1158,status,1929,17,1,1929,0,0,0,0,0
1159,photo,7,0,2,7,0,0,0,0,0
1160,photo,12,1,0,12,0,0,0,0,0
1161,photo,3,0,2,3,0,0,0,0,0
1162,status,2303,21,5,2303,0,0,0,0,0
1163,video,1926,4,15,1926,0,0,0,0,0
1164,video,2288,5,7,2288,0,0,0,0,0
1165,status,2419,15,14,2419,0,0,0,0,0
1166,status,2297,14,0,2297,0,0,0,0,0
1167,status,1888,15,0,1888,0,0,0,0,0
1168,video,2033,11,12,2033,0,0,0,0,0
1169,photo,2414,22,0,2414,0,0,0,0,0
1170,video,1982,12,1,1982,0,0,0,0,0
1171,status,2223,13,1,2223,0,0,0,0,0
1172,photo,2341,18,0,2341,0,0,0,0,0
1173,status,2101,7,2,2101,0,0,0,0,0
1174,video,2201,2,1,2201,0,0,0,0,0
1175,video,2020,4,12,2020,0,0,0,0,0
1176,link,1940,70,12,1940,0,0,0,0,0
1177,photo,2071,12,0,2071,0,0,0,0,0
1178,photo,2080,32,2,2080,0,0,0,0,0
1179,photo,2382,17,0,2382,0,0,0,0,0
1180,video,2259,5,8,2259,0,0,0,0,0
1181,video,55,2,9,55,0,0,0,0,0
1182,photo,2242,7,6,2242,0,0,0,0,0
1183,photo,2028,16,0,2028,0,0,0,0,0
1184,video,2300,1,6,2300,0,0,0,0,0
1185,photo,6,0,1,6,0,0,0,0,0
1186,video,2273,2,6,2273,0,0,0,0,0
1187,photo,2132,36,4,2132,0,0,0,0,0
1188,photo,2074,22,1,2074,0,0,0,0,0
1189,photo,2276,30,1,2276,0,0,0,0,0
1190,status,2319,14,2,2319,0,0,0,0,0
1191,video,2217,3,7,2217,0,0,0,0,0
1192,video,2329,13,18,2329,0,0,0,0,0
1193,photo,2174,18,1,2174,0,0,0,0,0
1194,video,2252,0,1,2252,0,0,0,0,0
1195,video,2251,3,0,2251,0,0,0,0,0
1196,link,1931,26,0,1931,0,0,0,0,0
1197,photo,2095,213,68,2095,0,0,0,0,0
1198,photo,2030,28,0,2030,0,0,0,0,0
1199,photo,2634,449,119,2634,0,0,0,0,0
1200,link,2026,35,1,2026,0,0,0,0,0
1201,photo,2118,6,0,2118,0,0,0,0,0
1202,photo,2112,28,2,2112,0,0,0,0,0
1203,photo,2675,13,0,2675,0,0,0,0,0
1204,photo,2126,11,0,2126,0,0,0,0,0
1205,video,2418,179,48,2418,0,0,0,0,0
1206,video,1892,4,1,1892,0,0,0,0,0
